Transaction_ID,Date,Product_ID,Product_Name,Category,Quantity,Price,Revenue,Cost,Net_Profit,Region,Channel,Customer_Segment,CAC
TX-100218,2026-01-16 21:45:08,P001,AuraBook Pro 15,Electronics,2,1299,2598,1560,1038,North America,Online,Returning,0
TX-100219,2026-01-17 15:16:20,P011,Helix Memory Foam Pillow,Home & Living,3,80,240,96,144,Europe,Online,Returning,0
TX-100220,2026-01-18 08:47:32,P015,HydroDash Insulated Flask,Fitness & Sports,1,27,27,8,19,Latin America,Affiliate,New,3
TX-100221,2026-01-19 02:18:44,P007,Core Denim Slim Fit,Fashion,1,65,65,22,43,Europe,Online,New,32
TX-100222,2026-01-19 19:49:56,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,Europe,In-Store,Returning,0
TX-100223,2026-01-20 13:21:08,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,Asia-Pacific,In-Store,Returning,0
TX-100224,2026-01-21 06:52:20,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,45,45,15,30,Asia-Pacific,Affiliate,Returning,0
TX-100225,2026-01-22 00:23:32,P020,HerbalPure Charcoal Mask Set,Beauty & Care,2,25,50,12,38,Europe,Affiliate,Returning,0
TX-100226,2026-01-22 17:54:44,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,35,35,10,25,Latin America,Affiliate,Returning,0
TX-100227,2026-01-23 11:25:56,P002,SoundSync ANC Headphones,Electronics,1,169,169,85,84,North America,Affiliate,Returning,0
TX-100228,2026-01-24 04:57:08,P017,DermaBright Serum Duo,Beauty & Care,3,55,165,42,123,Europe,Online,New,29
TX-100229,2026-01-24 22:28:20,P003,Quantum Charge Wireless Pad,Electronics,3,46,138,45,93,North America,Affiliate,Returning,0
TX-100230,2026-01-25 15:59:32,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,3,45,135,54,81,Asia-Pacific,In-Store,New,11
TX-100231,2026-01-26 09:30:44,P009,Nova Glow LED Desk Lamp,Home & Living,5,45,225,70,155,Europe,Online,New,31
TX-100232,2026-01-27 03:01:56,P018,HydroBloom Nourishing Cream,Beauty & Care,5,38,190,50,140,North America,In-Store,Returning,0
TX-100234,2026-01-28 14:04:20,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,45,45,15,30,Europe,Online,New,29
TX-100236,2026-01-30 01:06:44,P011,Helix Memory Foam Pillow,Home & Living,3,80,240,96,144,Asia-Pacific,Affiliate,New,28
TX-100239,2026-02-01 05:40:20,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,Europe,Affiliate,New,10
TX-100240,2026-02-01 23:11:32,P016,SonicPulse Smart Jump Rope,Fitness & Sports,2,45,90,30,60,North America,In-Store,Returning,0
TX-100241,2026-02-02 16:42:44,P020,HerbalPure Charcoal Mask Set,Beauty & Care,2,28,56,12,44,North America,Online,Returning,0
TX-100242,2026-02-03 10:13:56,P017,DermaBright Serum Duo,Beauty & Care,1,55,55,14,41,Latin America,In-Store,New,15
TX-100243,2026-02-04 03:45:08,P015,HydroDash Insulated Flask,Fitness & Sports,1,30,30,8,22,Asia-Pacific,Online,New,16
TX-100244,2026-02-04 21:16:20,P017,DermaBright Serum Duo,Beauty & Care,1,55,55,14,41,Europe,In-Store,New,8
TX-100245,2026-02-05 14:47:32,P017,DermaBright Serum Duo,Beauty & Care,1,55,55,14,41,Asia-Pacific,Online,Returning,0
TX-100246,2026-02-06 08:18:44,P005,Luxe Linen Blazer,Fashion,1,120,120,40,80,Asia-Pacific,Affiliate,New,14
TX-100247,2026-02-07 01:49:56,P006,Stratus Comfort Sneakers,Fashion,1,72,72,30,42,Asia-Pacific,Affiliate,New,8
TX-100248,2026-02-07 19:21:08,P009,Nova Glow LED Desk Lamp,Home & Living,3,45,135,42,93,Europe,Affiliate,Returning,0
TX-100249,2026-02-08 12:52:20,P018,HydroBloom Nourishing Cream,Beauty & Care,2,38,76,20,56,Asia-Pacific,Affiliate,Returning,0
TX-100250,2026-02-09 06:23:32,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,2,224,448,240,208,Asia-Pacific,In-Store,New,11
TX-100251,2026-02-09 23:54:44,P007,Core Denim Slim Fit,Fashion,1,65,65,22,43,Europe,Affiliate,New,7
TX-100254,2026-02-12 04:28:20,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,2,45,90,36,54,North America,In-Store,New,8
TX-100255,2026-02-12 21:59:32,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,North America,In-Store,Returning,0
TX-100257,2026-02-14 09:01:56,P007,Core Denim Slim Fit,Fashion,1,65,65,22,43,Europe,In-Store,Returning,0
TX-100258,2026-02-15 02:33:08,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,2,249,498,240,258,Latin America,Online,New,16
TX-100259,2026-02-15 20:04:20,P020,HerbalPure Charcoal Mask Set,Beauty & Care,1,28,28,6,22,Latin America,In-Store,New,9
TX-100260,2026-02-16 13:35:32,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,1,249,249,120,129,Asia-Pacific,Online,Returning,0
TX-100261,2026-02-17 07:06:44,P018,HydroBloom Nourishing Cream,Beauty & Care,3,38,114,30,84,Asia-Pacific,Online,Returning,0
TX-100262,2026-02-18 00:37:56,P020,HerbalPure Charcoal Mask Set,Beauty & Care,2,28,56,12,44,North America,Online,New,25
TX-100263,2026-02-18 18:09:08,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,3,47,141,54,87,Europe,Online,Returning,0
TX-100264,2026-02-19 11:40:20,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,Latin America,Affiliate,Returning,0
TX-100265,2026-02-20 05:11:32,P011,Helix Memory Foam Pillow,Home & Living,3,80,240,96,144,Asia-Pacific,Online,Returning,0
TX-100266,2026-02-20 22:42:44,P011,Helix Memory Foam Pillow,Home & Living,2,80,160,64,96,Latin America,Affiliate,Returning,0
TX-100267,2026-02-21 16:13:56,P004,AeroGlide Smart Watch,Electronics,2,299,598,260,338,Latin America,Affiliate,Returning,0
TX-100268,2026-02-22 09:45:08,P020,HerbalPure Charcoal Mask Set,Beauty & Care,5,25,125,30,95,Latin America,In-Store,New,7
TX-100269,2026-02-23 03:16:20,P020,HerbalPure Charcoal Mask Set,Beauty & Care,1,28,28,6,22,Latin America,Online,New,18
TX-100270,2026-02-23 20:47:32,P015,HydroDash Insulated Flask,Fitness & Sports,2,30,60,16,44,Asia-Pacific,In-Store,New,11
TX-100271,2026-02-24 14:18:44,P020,HerbalPure Charcoal Mask Set,Beauty & Care,5,26,130,30,100,Latin America,Affiliate,New,15
TX-100272,2026-02-25 07:49:56,P016,SonicPulse Smart Jump Rope,Fitness & Sports,2,45,90,30,60,Latin America,In-Store,New,10
TX-100273,2026-02-26 01:21:08,P009,Nova Glow LED Desk Lamp,Home & Living,2,45,90,28,62,Latin America,Online,New,22
TX-100276,2026-02-28 05:54:44,P007,Core Denim Slim Fit,Fashion,1,65,65,22,43,Europe,In-Store,Returning,0
TX-100277,2026-02-28 23:25:56,P018,HydroBloom Nourishing Cream,Beauty & Care,1,38,38,10,28,Latin America,In-Store,Returning,0
TX-100278,2026-03-01 16:57:08,P003,Quantum Charge Wireless Pad,Electronics,1,49,49,15,34,Asia-Pacific,In-Store,Returning,0
TX-100279,2026-03-02 10:28:20,P018,HydroBloom Nourishing Cream,Beauty & Care,3,38,114,30,84,Asia-Pacific,Online,New,22
TX-100280,2026-03-03 03:59:32,P017,DermaBright Serum Duo,Beauty & Care,1,49,49,14,35,Europe,Affiliate,New,5
TX-100281,2026-03-03 21:30:44,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,North America,Online,New,21
TX-100282,2026-03-04 15:01:56,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,35,35,10,25,Asia-Pacific,In-Store,New,8
TX-100283,2026-03-05 08:33:08,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,Europe,In-Store,New,11
TX-100284,2026-03-06 02:04:20,P006,Stratus Comfort Sneakers,Fashion,3,76,228,90,138,Europe,Online,New,24
TX-100285,2026-03-06 19:35:32,P018,HydroBloom Nourishing Cream,Beauty & Care,2,38,76,20,56,Latin America,Online,Returning,0
TX-100286,2026-03-07 13:06:44,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,Latin America,Affiliate,Returning,0
TX-100287,2026-03-08 06:37:56,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,2,110,220,96,124,Europe,Online,Returning,0
TX-100288,2026-03-09 00:09:08,P004,AeroGlide Smart Watch,Electronics,1,269,269,130,139,North America,Online,Returning,0
TX-100289,2026-03-09 17:40:20,P009,Nova Glow LED Desk Lamp,Home & Living,2,45,90,28,62,Asia-Pacific,In-Store,New,8
TX-100290,2026-03-10 11:11:32,P004,AeroGlide Smart Watch,Electronics,2,299,598,260,338,North America,In-Store,New,9
TX-100291,2026-03-11 04:42:44,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,35,35,10,25,Asia-Pacific,Affiliate,New,4
TX-100292,2026-03-11 22:13:56,P015,HydroDash Insulated Flask,Fitness & Sports,3,30,90,24,66,Asia-Pacific,In-Store,Returning,0
TX-100293,2026-03-12 15:45:08,P008,Voyager Anti-Theft Backpack,Fashion,1,63,63,25,38,North America,Affiliate,Returning,0
TX-100294,2026-03-13 09:16:20,P018,HydroBloom Nourishing Cream,Beauty & Care,1,38,38,10,28,Europe,Affiliate,New,4
TX-100295,2026-03-14 02:47:32,P004,AeroGlide Smart Watch,Electronics,2,299,598,260,338,North America,Affiliate,Returning,0
TX-100296,2026-03-14 20:18:44,P005,Luxe Linen Blazer,Fashion,1,120,120,40,80,Latin America,In-Store,New,11
TX-100297,2026-03-15 13:49:56,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,North America,Affiliate,New,155
TX-100298,2026-03-16 07:21:08,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,North America,In-Store,New,15
TX-100300,2026-03-17 18:23:32,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,2,40,80,24,56,Asia-Pacific,In-Store,Returning,0
TX-100301,2026-03-18 11:54:44,P018,HydroBloom Nourishing Cream,Beauty & Care,1,38,38,10,28,Europe,Affiliate,Returning,0
TX-100302,2026-03-19 05:25:56,P017,DermaBright Serum Duo,Beauty & Care,1,55,55,14,41,Europe,Affiliate,New,6
TX-100304,2026-03-20 16:28:20,P018,HydroBloom Nourishing Cream,Beauty & Care,1,38,38,10,28,Latin America,Affiliate,Returning,0
TX-100305,2026-03-21 09:59:32,P009,Nova Glow LED Desk Lamp,Home & Living,1,45,45,14,31,Europe,Affiliate,New,5
TX-100306,2026-03-22 03:30:44,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,North America,Online,New,16
TX-100307,2026-03-22 21:01:56,P002,SoundSync ANC Headphones,Electronics,1,179,179,85,94,Latin America,In-Store,New,8
TX-100308,2026-03-23 14:33:08,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,110,110,48,62,Asia-Pacific,Affiliate,Returning,0
TX-100309,2026-03-24 08:04:20,P017,DermaBright Serum Duo,Beauty & Care,1,46,46,14,32,Europe,In-Store,Returning,0
TX-100310,2026-03-25 01:35:32,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,Europe,Affiliate,Returning,0
TX-100311,2026-03-25 19:06:44,P017,DermaBright Serum Duo,Beauty & Care,2,49,98,28,70,Asia-Pacific,Affiliate,Returning,0
TX-100312,2026-03-26 12:37:56,P018,HydroBloom Nourishing Cream,Beauty & Care,2,38,76,20,56,Latin America,Online,New,19
TX-100313,2026-03-27 06:09:08,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,North America,In-Store,New,15
TX-100314,2026-03-27 23:40:20,P015,HydroDash Insulated Flask,Fitness & Sports,1,30,30,8,22,Asia-Pacific,Online,New,34
TX-100315,2026-03-28 17:11:32,P003,Quantum Charge Wireless Pad,Electronics,2,49,98,30,68,Europe,Affiliate,New,11
TX-100316,2026-03-29 10:42:44,P007,Core Denim Slim Fit,Fashion,2,65,130,44,86,Europe,Affiliate,New,15
TX-100317,2026-03-30 04:13:56,P007,Core Denim Slim Fit,Fashion,2,65,130,44,86,Latin America,Online,Returning,0
TX-100318,2026-03-30 21:45:08,P010,Ember Ceramic Coffee Mug Set,Home & Living,2,29,58,20,38,Asia-Pacific,In-Store,Returning,0
TX-100319,2026-03-31 15:16:20,P011,Helix Memory Foam Pillow,Home & Living,2,76,152,64,88,Europe,In-Store,Returning,0
TX-100320,2026-04-01 08:47:32,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,North America,Affiliate,Returning,0
TX-100321,2026-04-02 02:18:44,P008,Voyager Anti-Theft Backpack,Fashion,2,75,150,50,100,Europe,Affiliate,Returning,0
TX-100322,2026-04-02 19:49:56,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,38,38,15,23,Latin America,Online,Returning,0
TX-100323,2026-04-03 13:21:08,P018,HydroBloom Nourishing Cream,Beauty & Care,1,38,38,10,28,North America,Affiliate,New,4
TX-100324,2026-04-04 06:52:20,P001,AuraBook Pro 15,Electronics,1,1104,1104,780,324,North America,Online,New,29
TX-100325,2026-04-05 00:23:32,P020,HerbalPure Charcoal Mask Set,Beauty & Care,1,23,23,6,17,Latin America,Affiliate,Returning,0
TX-100326,2026-04-05 17:54:44,P001,AuraBook Pro 15,Electronics,2,1299,2598,1560,1038,North America,Affiliate,Returning,0
TX-100327,2026-04-06 11:25:56,P006,Stratus Comfort Sneakers,Fashion,3,85,255,90,165,Europe,Online,New,26
TX-100328,2026-04-07 04:57:08,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,1,249,249,120,129,North America,In-Store,Returning,0
TX-100330,2026-04-08 15:59:32,P003,Quantum Charge Wireless Pad,Electronics,3,49,147,45,102,North America,Online,Returning,0
TX-100331,2026-04-09 09:30:44,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,North America,In-Store,Returning,0
TX-100332,2026-04-10 03:01:56,P004,AeroGlide Smart Watch,Electronics,2,299,598,260,338,North America,Online,New,30
TX-100333,2026-04-10 20:33:08,P003,Quantum Charge Wireless Pad,Electronics,2,46,92,30,62,North America,Affiliate,New,11
TX-100334,2026-04-11 14:04:20,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,2,249,498,240,258,North America,In-Store,New,11
TX-100335,2026-04-12 07:35:32,P018,HydroBloom Nourishing Cream,Beauty & Care,5,38,190,50,140,Asia-Pacific,In-Store,New,13
TX-100336,2026-04-13 01:06:44,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,1,50,50,18,32,North America,Online,Returning,0
TX-100337,2026-04-13 18:37:56,P020,HerbalPure Charcoal Mask Set,Beauty & Care,5,28,140,30,110,Latin America,In-Store,New,12
TX-100338,2026-04-14 12:09:08,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,3,50,150,54,96,Latin America,In-Store,New,6
TX-100339,2026-04-15 05:40:20,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,35,35,10,25,Europe,Affiliate,New,4
TX-100340,2026-04-15 23:11:32,P005,Luxe Linen Blazer,Fashion,1,120,120,40,80,Europe,In-Store,Returning,0
TX-100341,2026-04-16 16:42:44,P009,Nova Glow LED Desk Lamp,Home & Living,1,45,45,14,31,North America,Online,New,32
TX-100342,2026-04-17 10:13:56,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,2,40,80,24,56,North America,Online,New,34
TX-100343,2026-04-18 03:45:08,P011,Helix Memory Foam Pillow,Home & Living,2,80,160,64,96,Latin America,Online,Returning,0
TX-100344,2026-04-18 21:16:20,P018,HydroBloom Nourishing Cream,Beauty & Care,5,38,190,50,140,Europe,Affiliate,New,22
TX-100345,2026-04-19 14:47:32,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,35,35,10,25,Asia-Pacific,In-Store,New,9
TX-100346,2026-04-20 08:18:44,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,45,45,15,30,North America,In-Store,Returning,0
TX-100347,2026-04-21 01:49:56,P020,HerbalPure Charcoal Mask Set,Beauty & Care,1,28,28,6,22,Europe,In-Store,New,11
TX-100348,2026-04-21 19:21:08,P020,HerbalPure Charcoal Mask Set,Beauty & Care,2,28,56,12,44,Latin America,In-Store,Returning,0
TX-100349,2026-04-22 12:52:20,P020,HerbalPure Charcoal Mask Set,Beauty & Care,3,28,84,18,66,Europe,In-Store,Returning,0
TX-100350,2026-04-23 06:23:32,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,Europe,In-Store,Returning,0
TX-100351,2026-04-23 23:54:44,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,110,110,48,62,Europe,In-Store,Returning,0
TX-100352,2026-04-24 17:25:56,P004,AeroGlide Smart Watch,Electronics,2,254,508,260,248,Europe,Affiliate,New,60
TX-100353,2026-04-25 10:57:08,P007,Core Denim Slim Fit,Fashion,2,65,130,44,86,Latin America,In-Store,New,7
TX-100354,2026-04-26 04:28:20,P008,Voyager Anti-Theft Backpack,Fashion,2,63,126,50,76,Asia-Pacific,Affiliate,New,15
TX-100355,2026-04-26 21:59:32,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,1,249,249,120,129,Latin America,Affiliate,New,29
TX-100356,2026-04-27 15:30:44,P020,HerbalPure Charcoal Mask Set,Beauty & Care,5,28,140,30,110,North America,Online,New,20
TX-100357,2026-04-28 09:01:56,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,North America,In-Store,Returning,0
TX-100358,2026-04-29 02:33:08,P017,DermaBright Serum Duo,Beauty & Care,2,55,110,28,82,Europe,In-Store,Returning,0
TX-100359,2026-04-29 20:04:20,P017,DermaBright Serum Duo,Beauty & Care,2,49,98,28,70,Europe,In-Store,New,6
TX-100360,2026-04-30 13:35:32,P005,Luxe Linen Blazer,Fashion,1,120,120,40,80,Asia-Pacific,In-Store,Returning,0
TX-100361,2026-05-01 07:06:44,P004,AeroGlide Smart Watch,Electronics,1,254,254,130,124,North America,Affiliate,Returning,0
TX-100362,2026-05-02 00:37:56,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,North America,Affiliate,New,9
TX-100363,2026-05-02 18:09:08,P011,Helix Memory Foam Pillow,Home & Living,2,80,160,64,96,Latin America,In-Store,New,7
TX-100364,2026-05-03 11:40:20,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,2,40,80,24,56,Latin America,Online,New,27
TX-100365,2026-05-04 05:11:32,P007,Core Denim Slim Fit,Fashion,3,65,195,66,129,Europe,In-Store,New,10
TX-100366,2026-05-04 22:42:44,P004,AeroGlide Smart Watch,Electronics,2,299,598,260,338,Asia-Pacific,Affiliate,Returning,0
TX-100367,2026-05-05 16:13:56,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,1,249,249,120,129,North America,In-Store,Returning,0
TX-100368,2026-05-06 09:45:08,P010,Ember Ceramic Coffee Mug Set,Home & Living,2,31,62,20,42,North America,Affiliate,New,7
TX-100369,2026-05-07 03:16:20,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,2,50,100,36,64,Europe,Affiliate,Returning,0
TX-100370,2026-05-07 20:47:32,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,3,40,120,36,84,Europe,In-Store,New,9
TX-100371,2026-05-08 14:18:44,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,Latin America,Affiliate,New,9
TX-100372,2026-05-09 07:49:56,P007,Core Denim Slim Fit,Fashion,2,65,130,44,86,Latin America,Affiliate,Returning,0
TX-100373,2026-05-10 01:21:08,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,45,45,15,30,Europe,Online,New,23
TX-100374,2026-05-10 18:52:20,P010,Ember Ceramic Coffee Mug Set,Home & Living,3,35,105,30,75,Europe,In-Store,Returning,0
TX-100375,2026-05-11 12:23:32,P009,Nova Glow LED Desk Lamp,Home & Living,5,45,225,70,155,Asia-Pacific,Affiliate,New,27
TX-100376,2026-05-12 05:54:44,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,2,40,80,24,56,North America,Affiliate,New,9
TX-100377,2026-05-12 23:25:56,P009,Nova Glow LED Desk Lamp,Home & Living,1,45,45,14,31,Asia-Pacific,Online,Returning,0
TX-100378,2026-05-13 16:57:08,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,110,110,48,62,Asia-Pacific,Affiliate,Returning,0
TX-100379,2026-05-14 10:28:20,P007,Core Denim Slim Fit,Fashion,3,65,195,66,129,North America,Affiliate,Returning,0
TX-100380,2026-05-15 03:59:32,P010,Ember Ceramic Coffee Mug Set,Home & Living,3,35,105,30,75,Asia-Pacific,Affiliate,Returning,0
TX-100381,2026-05-15 21:30:44,P004,AeroGlide Smart Watch,Electronics,2,284,568,260,308,Europe,In-Store,New,8
TX-100382,2026-05-16 15:01:56,P011,Helix Memory Foam Pillow,Home & Living,2,68,136,64,72,Europe,Affiliate,Returning,0
TX-100383,2026-05-17 08:33:08,P014,FlexiCore Anti-Slip Yoga Mat,Fitness & Sports,5,40,200,60,140,Latin America,In-Store,New,6
TX-100384,2026-05-18 02:04:20,P009,Nova Glow LED Desk Lamp,Home & Living,2,45,90,28,62,Asia-Pacific,In-Store,Returning,0
TX-100386,2026-05-19 13:06:44,P003,Quantum Charge Wireless Pad,Electronics,3,49,147,45,102,Latin America,Affiliate,Returning,0
TX-100388,2026-05-21 00:09:08,P016,SonicPulse Smart Jump Rope,Fitness & Sports,2,45,90,30,60,Asia-Pacific,In-Store,Returning,0
TX-100389,2026-05-21 17:40:20,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,40,40,15,25,Asia-Pacific,Affiliate,New,4
TX-100390,2026-05-22 11:11:32,P006,Stratus Comfort Sneakers,Fashion,2,85,170,60,110,Latin America,In-Store,New,7
TX-100392,2026-05-23 22:13:56,P009,Nova Glow LED Desk Lamp,Home & Living,2,38,76,28,48,North America,Affiliate,Returning,0
TX-100394,2026-05-25 09:16:20,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,1,249,249,120,129,Asia-Pacific,Affiliate,New,29
TX-100395,2026-05-26 02:47:32,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,North America,In-Store,New,12
TX-100396,2026-05-26 20:18:44,P011,Helix Memory Foam Pillow,Home & Living,2,72,144,64,80,North America,In-Store,New,6
TX-100397,2026-05-27 13:49:56,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,North America,In-Store,Returning,0
TX-100398,2026-05-28 07:21:08,P005,Luxe Linen Blazer,Fashion,1,120,120,40,80,Europe,Online,New,21
TX-100399,2026-05-29 00:52:20,P005,Luxe Linen Blazer,Fashion,1,120,120,40,80,Latin America,Affiliate,Returning,0
TX-100400,2026-05-29 18:23:32,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,North America,In-Store,Returning,0
TX-100401,2026-05-30 11:54:44,P008,Voyager Anti-Theft Backpack,Fashion,1,75,75,25,50,Asia-Pacific,Affiliate,New,9
TX-100402,2026-05-31 05:25:56,P007,Core Denim Slim Fit,Fashion,1,65,65,22,43,Latin America,In-Store,New,6
TX-100403,2026-05-31 22:57:08,P020,HerbalPure Charcoal Mask Set,Beauty & Care,2,28,56,12,44,North America,Affiliate,New,6
TX-100404,2026-06-01 16:28:20,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,2,110,220,96,124,Latin America,In-Store,New,6
TX-100405,2026-06-02 09:59:32,P003,Quantum Charge Wireless Pad,Electronics,1,49,49,15,34,North America,In-Store,New,11
TX-100406,2026-06-03 03:30:44,P017,DermaBright Serum Duo,Beauty & Care,1,55,55,14,41,Latin America,In-Store,Returning,0
TX-100407,2026-06-03 21:01:56,P005,Luxe Linen Blazer,Fashion,1,120,120,40,80,Europe,Online,Returning,0
TX-100408,2026-06-04 14:33:08,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,Latin America,Affiliate,New,9
TX-100409,2026-06-05 08:04:20,P008,Voyager Anti-Theft Backpack,Fashion,1,75,75,25,50,North America,Online,New,34
TX-100410,2026-06-06 01:35:32,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,North America,Online,New,26
TX-100411,2026-06-06 19:06:44,P009,Nova Glow LED Desk Lamp,Home & Living,5,45,225,70,155,Europe,In-Store,New,9
TX-100412,2026-06-07 12:37:56,P004,AeroGlide Smart Watch,Electronics,1,299,299,130,169,North America,In-Store,Returning,0
TX-100414,2026-06-08 23:40:20,P016,SonicPulse Smart Jump Rope,Fitness & Sports,1,45,45,15,30,Latin America,Affiliate,Returning,0
TX-100415,2026-06-09 17:11:32,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,3,50,150,54,96,Europe,In-Store,New,6
TX-100416,2026-06-10 10:42:44,P017,DermaBright Serum Duo,Beauty & Care,1,49,49,14,35,North America,Online,New,27
TX-100418,2026-06-11 21:45:08,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,North America,Online,Returning,0
TX-100419,2026-06-12 15:16:20,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,1,50,50,18,32,North America,Affiliate,New,6
TX-100420,2026-06-13 08:47:32,P002,SoundSync ANC Headphones,Electronics,1,199,199,85,114,Latin America,Online,Returning,0
TX-100421,2026-06-14 02:18:44,P001,AuraBook Pro 15,Electronics,1,1299,1299,780,519,Asia-Pacific,Online,Returning,0
TX-100422,2026-06-14 19:49:56,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,1,45,45,18,27,Latin America,Online,New,15
TX-100423,2026-06-15 13:21:08,P012,Breeze Mist Ultrasonic Diffuser,Home & Living,2,50,100,36,64,North America,In-Store,New,9
TX-100424,2026-06-16 06:52:20,P017,DermaBright Serum Duo,Beauty & Care,1,55,55,14,41,Europe,In-Store,Returning,0
TX-100425,2026-06-17 00:23:32,P009,Nova Glow LED Desk Lamp,Home & Living,3,45,135,42,93,North America,Online,New,26
TX-100426,2026-06-17 17:54:44,P003,Quantum Charge Wireless Pad,Electronics,2,41,82,30,52,North America,Affiliate,New,9
TX-100427,2026-06-18 11:25:56,P005,Luxe Linen Blazer,Fashion,2,120,240,80,160,Europe,In-Store,Returning,0
TX-100428,2026-06-19 04:57:08,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,Latin America,In-Store,New,7
TX-100429,2026-06-19 22:28:20,P019,SilkDuo Ionic Hair Dryer,Beauty & Care,1,110,110,48,62,North America,Online,New,25
TX-100430,2026-06-20 15:59:32,P018,HydroBloom Nourishing Cream,Beauty & Care,2,38,76,20,56,Asia-Pacific,Online,Returning,0
TX-100432,2026-06-22 03:01:56,P010,Ember Ceramic Coffee Mug Set,Home & Living,1,33,33,10,23,North America,Online,Returning,0
TX-100434,2026-06-23 14:04:20,P002,SoundSync ANC Headphones,Electronics,2,199,398,170,228,North America,In-Store,New,13
TX-100435,2026-06-24 07:35:32,P008,Voyager Anti-Theft Backpack,Fashion,1,71,71,25,46,North America,In-Store,New,8
TX-100436,2026-06-25 01:06:44,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,2,249,498,240,258,Asia-Pacific,Affiliate,New,59
TX-100438,2026-06-26 12:09:08,P003,Quantum Charge Wireless Pad,Electronics,1,49,49,15,34,Europe,Affiliate,Returning,0
TX-100439,2026-06-27 05:40:20,P011,Helix Memory Foam Pillow,Home & Living,1,80,80,32,48,North America,Online,Returning,0
TX-100440,2026-06-27 23:11:32,P013,IronPulse Adjustable Dumbbell,Fitness & Sports,2,249,498,240,258,Latin America,Online,Returning,0
TX-100441,2026-06-28 16:42:44,P006,Stratus Comfort Sneakers,Fashion,1,85,85,30,55,Asia-Pacific,In-Store,Returning,0
